,City,Lat,Lng,Max temp,Humidity,Cloudiness,Wind Speed,Country,Date
393,buchanan,5.8808,-10.0467,80.46,84,54,8.16,LR,1638655762
394,orlik,52.5178,99.825,-1.61,96,41,3.13,RU,1638655762
397,saint-francois,46.4154,3.9054,41.68,86,75,8.05,FR,1638655763
398,kut chap,17.4257,102.5669,54.48,68,76,2.24,TH,1638655763
399,uyar,55.81,94.3153,19.54,82,98,16.06,RU,1638655763
400,lata,40.1629,-8.3327,50.81,98,15,3.4,PT,1638655764
401,bago,17.3367,96.4797,75.33,90,11,3.47,MM,1638655764
402,shache,38.4167,77.2406,26.91,37,15,1.07,CN,1638655680
403,cayenne,4.9333,-52.3333,77.04,92,75,1.01,GF,1638655764
404,nabire,-3.3667,135.4833,76.96,90,100,1.77,ID,1638655765
405,nauta,-4.5061,-73.5757,77.9,95,84,2.66,PE,1638655765
406,sao borja,-28.6606,-56.0044,81.95,42,61,8.72,BR,1638655765
407,vardo,70.3705,31.1107,21.22,75,14,23.26,NO,1638655765
408,weihai,37.5017,122.1136,43.2,74,0,9.48,CN,1638655766
409,sheltozero,61.3667,35.3667,9.52,88,100,12.8,RU,1638655766
411,san quintin,30.4833,-115.95,63.91,73,8,16.08,MX,1638655579
412,harnai,30.1005,67.9374,56.21,42,97,4.52,PK,1638655767
413,idritsa,56.3316,28.8988,22.48,98,98,2.17,RU,1638655767
414,saint anthony,45.0205,-93.218,33.93,54,90,1.01,US,1638655767
417,suzhou,31.3114,120.6181,43.9,66,14,4.74,CN,1638655768
418,camana,-16.6228,-72.7111,69.06,81,89,6.42,PE,1638655768
419,la union,-5.4,-80.75,77.02,53,59,16.11,PE,1638655768
420,chernyshevskiy,63.0128,112.4714,4.44,91,91,10.69,RU,1638655769
422,havoysund,70.9963,24.6622,14.88,93,97,12.66,NO,1638655769
423,aswan,24.0934,32.907,69.84,24,0,8.08,EG,1638655769
424,mundwa,27.0667,73.8167,63.28,41,0,5.91,IN,1638655770
425,karwar,14.8,74.1333,74.3,89,36,4.74,IN,1638655770
426,katsuura,35.1333,140.3,47.19,61,4,11.74,JP,1638655770
427,cockburn town,21.4612,-71.1419,79.83,75,39,21.23,TC,1638655771
428,antalaha,-14.9003,50.2788,76.35,84,77,6.73,MG,1638655771
429,saint-joseph,-21.3667,55.6167,75.56,81,21,8.12,RE,1638655706
430,omboue,-1.5746,9.2618,78.35,89,99,8.19,GA,1638655745
431,tual,-5.6667,132.75,81.75,82,100,10.74,ID,1638655773
432,juneau,58.3019,-134.4197,24.85,90,75,4.61,US,1638655674
433,sloboda,51.1421,40.3021,29.75,80,100,3.83,RU,1638655494
434,vila do maio,15.1333,-23.2167,74.19,74,100,17.52,CV,1638655774
435,boende,-0.2167,20.8667,71.33,98,100,2.19,CD,1638655775
436,kampot,10.6167,104.1833,75.25,74,62,11.16,KH,1638655657
437,khandyga,62.6667,135.6,-16.29,87,100,1.52,RU,1638655776
438,hambantota,6.1241,81.1185,75.54,100,20,2.3,LK,1638655778
439,ures,29.4333,-110.4,80.06,16,100,7.2,MX,1638655778
440,brownsville,25.9018,-97.4975,82.51,68,20,7,US,1638655778
441,bahia blanca,-38.7196,-62.2724,60.26,60,100,1.5,AR,1638655780
442,sungai padi,6.0851,101.8766,71.89,91,80,1.79,TH,1638655780
443,petropavlovsk-kamchatskiy,53.0452,158.6483,28.99,51,40,17.9,RU,1638655780
444,iskateley,67.6803,53.1512,5.25,97,99,9.15,RU,1638655780
445,briancon,44.9,6.65,30.94,95,96,8.46,FR,1638655781
446,fethiye,36.6217,29.1164,57.07,81,97,6.08,TR,1638655540
447,ginir,7.1333,40.7,55.76,60,2,2.55,ET,1638655781
448,kokemaki,61.2565,22.3564,6.76,81,69,8.61,FI,1638655781
449,pulaski,34.7668,-92.3001,65.25,76,90,5.01,US,1638655782
450,umea,63.8284,20.2597,19.47,76,79,9.64,SE,1638655529
451,marienburg,54.0359,19.0266,34.12,94,66,3.58,PL,1638655782
452,manta,-0.95,-80.7333,78.58,73,40,10.36,EC,1638655782
453,bonthe,7.5264,-12.505,80.55,80,84,6.78,SL,1638655783
454,khamgaon,20.6833,76.5667,67.77,48,0,3.31,IN,1638655783
455,mogadishu,2.0371,45.3438,79.74,74,32,17.76,SO,1638655784
457,soure,-0.7167,-48.5233,79.56,84,69,8.41,BR,1638655784
458,heihe,50.2441,127.4902,7.38,96,34,6.8,CN,1638655784
459,devils lake,48.1128,-98.8651,29.95,70,90,4,US,1638655785
461,yarim,14.298,44.3779,44.47,37,0,4.09,YE,1638655624
462,tripoli,32.8752,13.1875,58.08,60,36,13.94,LY,1638655689
463,bukama,-9.2,25.85,72.32,76,10,1.07,CD,1638655786
464,nemuro,43.3236,145.575,31.19,68,12,23.49,JP,1638655786
465,cochrane,51.1834,-114.4687,30.2,66,100,3.18,CA,1638655786
466,thio,-21.6167,166.2167,82.36,73,55,8.5,NC,1638655786
467,sao joao da barra,-21.6403,-41.0511,73.35,80,17,7.29,BR,1638655787
468,beboto,8.2668,16.939,78.17,32,76,2.57,TD,1638655787
469,ambanja,-13.6833,48.45,75.54,89,5,2.77,MG,1638655788
470,gat,31.61,34.7642,66.4,41,100,5.75,IL,1638655717
471,alofi,-19.0595,-169.9187,79.27,79,50,3.74,NU,1638655558
472,garowe,8.4054,48.4845,69.13,63,14,11.14,SO,1638655789
474,kurchum,48.5722,83.6542,11.39,87,20,3.83,KZ,1638655789
475,byron bay,-28.65,153.6167,73.87,88,65,12.06,AU,1638655790
476,verkhnyaya inta,65.9811,60.3094,-12.69,84,80,8.08,RU,1638655790
477,kinablangan,7.6947,126.5503,76.95,84,41,10.13,PH,1638655790
478,nuuk,64.1835,-51.7216,43.41,42,75,20.71,GL,1638655791
479,kaeo,-35.1,173.7833,67.91,89,100,9.95,NZ,1638655791
480,belaya gora,68.5333,146.4167,-42.99,100,81,1.7,RU,1638655791
481,cherepovets,59.1333,37.9,-3.01,98,40,4.65,RU,1638655713
482,ust-maya,60.4167,134.5333,-9.99,98,100,4.16,RU,1638655792
483,henties bay,-22.116,14.2845,61.86,88,0,9.26,NA,1638655792
484,patacamaya,-17.2333,-67.9167,56.19,54,81,12.26,BO,1638655792
485,korla,41.7597,86.1469,26.8,59,93,2.17,CN,1638655792
486,chapais,49.7834,-74.8492,0.52,95,99,0.56,CA,1638655793
488,karratha,-20.7377,116.8463,85.01,31,42,13.13,AU,1638655793
489,lublin,51,23,29.39,66,87,5.97,PL,1638655793
490,west bay,19.3667,-81.4167,82.47,80,20,1.99,KY,1638655794
491,ketchikan,55.3422,-131.6461,32.47,86,40,5.75,US,1638655794
492,hami,42.8,93.45,26.6,54,84,4.41,CN,1638655794
493,cerknica,45.7931,14.3625,40.69,90,100,7,SI,1638655770
494,gallup,35.5281,-108.7426,59.76,29,1,3,US,1638655495
495,chumikan,54.7183,135.315,7.18,71,100,30.31,RU,1638655795
496,stephenville,32.2207,-98.2023,79.68,36,1,0,US,1638655504
497,numaligarh,26.6333,93.75,64.06,81,78,1.54,IN,1638655796
498,najran,17.4924,44.1277,54.73,35,0,1.79,SA,1638655796
499,tateyama,34.9833,139.8667,47.1,58,8,12.48,JP,1638655796
500,puerto el triunfo,13.2833,-88.55,86.16,66,55,3.67,SV,1638655796
501,san matias,-16.3667,-58.4,84.33,72,97,5.14,BO,1638655797
502,songkhla,6.8333,100.6667,75.25,86,97,6.38,TH,1638655797
503,tonantins,-2.8731,-67.8022,76.32,97,100,3.09,BR,1638655797
504,ostashkov,57.1467,33.1075,13.91,98,91,1.92,RU,1638655797
505,nioro,13.35,-15.75,76.8,46,99,9.08,GM,1638655798
506,port keats,-14.25,129.55,85.82,76,82,7.81,AU,1638655798
507,nizhnyaya tavda,57.6731,66.1725,33.13,89,100,13.6,RU,1638655798
508,bugene,-1.5911,31.1403,61.41,80,93,0.78,TZ,1638655799
509,moree,-29.4667,149.85,77.02,47,0,18.41,AU,1638655799
510,malakal,9.5334,31.6605,81.66,30,5,5.53,SS,1638655799
511,trelew,-43.249,-65.3051,83.55,18,1,23.42,AR,1638655238
512,empalme,27.9667,-110.8167,85.35,57,75,14.97,MX,1638655800
513,los llanos de aridane,28.6585,-17.9182,62.35,56,75,17,ES,1638655804
514,fairbanks,64.8378,-147.7164,-19.39,73,1,0,US,1638655809
515,campbell river,50.0163,-125.2446,40.26,75,11,3.91,CA,1638655810
516,acapulco,16.8634,-99.8901,84.02,74,1,8.05,MX,1638655810
517,xuchang,34.0167,113.8167,42.89,37,97,3.6,CN,1638655816
519,morondava,-20.2833,44.2833,79.43,79,46,3.22,MG,1638655816
520,ornskoldsvik,63.2909,18.7153,11.35,92,75,4.61,SE,1638655817
521,namibe,-15.1961,12.1522,70.34,70,32,4.09,AO,1638655817
522,manati,18.4275,-66.4921,81.72,91,48,12.77,PR,1638655817
523,bosansko grahovo,44.1794,16.3639,40.86,93,100,8.12,BA,1638655818
524,high level,58.5169,-117.136,-11.09,70,75,9.22,CA,1638655818
526,alanya,36.5438,31.9998,53.73,59,47,4.88,TR,1638655771
527,ucluelet,48.9329,-125.5528,43.09,88,68,1.01,CA,1638655820
528,chegdomyn,51.1167,133.0167,-9.83,97,76,0.92,RU,1638655820
529,mareeba,-17,145.4333,79.52,73,38,3.33,AU,1638655820
530,beloha,-25.1667,45.05,73.71,78,0,1.23,MG,1638655821
531,ibra,22.6906,58.5334,64.42,72,1,2.26,OM,1638655821
532,north bend,43.4065,-124.2243,53.92,88,90,11.5,US,1638655821
533,sayat,38.7839,63.8803,44.67,40,100,4.05,TM,1638655821
534,grand gaube,-20.0064,57.6608,77.38,71,69,3,MU,1638655822
535,richards bay,-28.783,32.0377,73.09,97,100,5.01,ZA,1638655822
536,elko,41.0002,-115.5012,58.05,31,4,11.01,US,1638655822
537,maracaibo,10.6317,-71.6406,83.03,68,88,11.45,VE,1638655822
538,verkhnevilyuysk,63.4453,120.3167,12.76,82,100,10,RU,1638655823
539,ust-omchug,61.15,149.6333,-38.72,100,98,1.07,RU,1638655823
540,rio grande,-32.035,-52.0986,71.94,80,96,14.56,BR,1638655823
541,makat,47.6469,53.3463,32.65,67,44,11.61,KZ,1638655823
542,haimen,23.1935,116.6142,55.38,68,5,10.2,CN,1638655824
543,taonan,45.3333,122.7833,19.45,85,14,11.9,CN,1638655824
544,buala,-8.145,159.5921,83.93,72,88,2.33,SB,1638655824
545,mount gambier,-37.8333,140.7667,56.01,57,0,7.76,AU,1638655824
546,vyartsilya,62.1764,30.693,4.84,86,8,6.62,RU,1638655825
547,biak,-0.9131,122.8766,77,84,94,3,ID,1638655825
548,baykit,61.67,96.37,-4.45,91,96,4.54,RU,1638655538
549,rawson,-43.3002,-65.1023,77.79,29,1,27.81,AR,1638655826
551,la ligua,-32.4524,-71.2311,64.18,39,0,7.4,CL,1638655828
552,kamaishi,39.2667,141.8833,34.34,64,14,7.11,JP,1638655829
553,aasiaat,68.7098,-52.8699,38.68,44,100,35.79,GL,1638655829
554,mayo,38.8876,-76.5119,56.12,63,1,1.01,US,1638655829
555,smithers,54.7804,-127.1743,25.12,86,40,2.3,CA,1638655830
556,podosinovets,60.2776,47.0659,4.41,95,100,8.05,RU,1638655830
557,salmo,49.1999,-117.2689,39.07,89,100,3.49,CA,1638655830
558,pekalongan,-6.8886,109.6753,78.26,85,100,7.4,ID,1638655831
559,santa barbara,34.7333,-120.0343,59.32,62,1,0,US,1638655832
560,prince rupert,54.3161,-130.3201,36.3,73,17,5.06,CA,1638655832
561,ayagoz,47.9714,80.4392,24.85,93,95,12.77,KZ,1638655833
562,bahir dar,11.5936,37.3908,61.99,49,5,2.73,ET,1638655834
563,pakokku,21.3333,95.1,73.54,67,100,3.67,MM,1638655834
564,karasburg,-28.0167,18.75,55.51,68,1,13.4,NA,1638655835
565,danielskuil,-28.1887,23.5395,59.85,88,88,6.33,ZA,1638655835
566,tucuma,-0.1833,-50.05,77.7,88,74,5.97,BR,1638655836
567,muscat,23.6139,58.5922,69.82,61,9,5.75,OM,1638655829
568,marawi,7.9986,124.2928,70.65,97,84,3.76,PH,1638655836
569,merke,42.8728,73.1786,46.27,60,75,2.62,KZ,1638655836
572,ulladulla,-35.35,150.4667,58.77,78,100,6.35,AU,1638655837
573,waipawa,-41.4122,175.5153,68.63,56,92,11.97,NZ,1638655838
575,zeya,53.75,127.2667,3.92,75,100,3.71,RU,1638655838
577,klaksvik,62.2266,-6.589,34.72,56,100,19.51,FO,1638655838
578,ekibastuz,51.6667,75.3667,31.06,90,100,7.92,KZ,1638655801
579,bom jardim,-7.7958,-35.5872,76.01,78,77,11.34,BR,1638655839
580,taraz,42.9,71.3667,43.29,93,90,6.71,KZ,1638655840
581,goderich,43.7501,-81.7165,38.91,56,100,25.95,CA,1638655840
582,kudahuvadhoo,2.6708,72.8944,82.02,78,19,11.95,MV,1638655840
583,snasa,64.2457,12.3778,10.87,86,29,7.87,NO,1638655841
584,caravelas,-17.7125,-39.2481,75.24,83,15,5.46,BR,1638655841
585,mahibadhoo,3.7833,72.9667,82.13,77,37,12.33,MV,1638655841
586,puerto colombia,10.9878,-74.9547,82.49,78,59,19.93,CO,1638655842
587,okhotsk,59.3833,143.3,-22.65,90,68,11.5,RU,1638655842
588,dabhol,17.6,73.1667,71.2,92,10,3.42,IN,1638655545
589,paungde,18.4833,95.5,68.85,82,97,4.97,MM,1638655844
590,road town,18.4167,-64.6167,80.69,75,20,17.72,VG,1638655844
591,laramie,41.3114,-105.5911,57.13,22,1,10,US,1638655844
592,ilulissat,69.2167,-51.1,37.42,52,20,31.07,GL,1638655845
593,hushitai,41.9322,123.5114,33.71,56,9,8.99,CN,1638655845
594,williamsport,41.2412,-77.0011,45.82,42,1,5.75,US,1638655677
595,victoria point,-27.5833,153.3,76.15,82,73,1.99,AU,1638655846
596,kendari,-3.945,122.4989,75.88,93,100,3.06,ID,1638655847
597,kijang,35.2442,129.2139,41.31,56,0,4.79,KR,1638655848
598,larap,14.299,122.6504,75.72,72,100,14.92,PH,1638655848
602,vila franca do campo,37.7167,-25.4333,63.19,85,100,0.78,PT,1638655849
603,nokaneng,-19.6667,22.2667,73.65,69,100,4.79,BW,1638655849
604,cefalu,38.0386,14.0229,57.74,73,44,5.99,IT,1638655850
605,muisne,0.6,-80.0333,76.15,80,100,9.93,EC,1638655850
606,gunzenhausen,49.1,10.75,41.86,86,100,15.01,DE,1638655850
607,praya,14.9215,-23.5087,73.94,78,75,20.71,CV,1638655850
608,cartagena,10.3997,-75.5144,83.82,74,75,9.22,CO,1638655851
